,event_name,city,event_description,event_date,date_added
431,"ITIL Foundation- 2 days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
·         2 Days of In-Person Bootcamp
·         2 Simulation Tests
·         ITIL Foundation Exam Voucher
·         16 PDU Certificate
·         Dedicated Learning Consultant
·         100% Money Back Guarantee
·         6 months dedicated QNA support. 
   
About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
MSys ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. MSys Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business         Relationship Management, Financial Management For IT Services, Demand Management
Service Design:  Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. by Not set"" REL=""noopener noreferrer""> by Not set"" REL=""noopener noreferrer""> by Not set"" REL=""noopener noreferrer""> by Not set""> by Not set""> by Not set""> Management
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation:  Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.
 
For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.
 ",2017-07-27,2017-04-20 11:35:48.481872
432,"ITIL Foundation- 2 days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
·         2 Days of In-Person Bootcamp
·         2 Simulation Tests
·         ITIL Foundation Exam Voucher
·         16 PDU Certificate
·         Dedicated Learning Consultant
·         100% Money Back Guarantee
·         6 months dedicated QNA support. 
   
About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
MSys ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. MSys Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business         Relationship Management, Financial Management For IT Services, Demand Management
Service Design:  Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. by Not set"" REL=""noopener noreferrer""> by Not set"" REL=""noopener noreferrer""> by Not set"" REL=""noopener noreferrer""> by Not set""> by Not set""> by Not set""> by Not set""> Management
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation:  Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.
 
For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.
 ",2017-08-30,2017-04-20 11:35:48.481872
433,"ITIL Foundation- 2 days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
·         2 Days of In-Person Bootcamp
·         2 Simulation Tests
·         ITIL Foundation Exam Voucher
·         16 PDU Certificate
·         Dedicated Learning Consultant
·         100% Money Back Guarantee
·         6 months dedicated QNA support. 
   
About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
MSys ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. MSys Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business         Relationship Management, Financial Management For IT Services, Demand Management
Service Design:  Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. by Not set"" REL=""noopener noreferrer""> by Not set"" REL=""noopener noreferrer""> by Not set"" REL=""noopener noreferrer""> by Not set""> by Not set""> by Not set""> by Not set""> Management
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation:  Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.
 
For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.
 ",2017-09-28,2017-04-20 11:35:48.481872
434,"Project Management Professional 4 days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 4 days PMP Prep Bootcamp with 100% Money Back Guarantee.
 Key Features:
·         4 days instructor led classroom
·         90 days access to E-learning
·         5 simulations
·         chapter end quizzes 
·         35 contact hour certificate
·         PMI Application Assistance
·         6 months dedicated QNA support.                          
    About MSys Training:
We at MSys have formulated a unique core competency training program that takes all the advantages of training into consideration and provide the most cost-effective and in-depth training programs to corporates as well as individuals along with an internationally valid certification that will help you not only extend your knowledge but also excel in the field of your choice. The training programs are imparted by passionate, highly experienced trainers.
 About PMI-PMP
The Project Management Institute (PMI)® sets standards in project management and provides project managers with certification recognized around the world.
 This course delivers the knowledge needed to take the PMP® exam. It covers the Knowledge Areas, Process Groups, Inputs, Tools/Techniques, and Outputs contained in the PMBOK® Guide, as well as a broad spectrum of project management concepts expected of project managers in today’s demanding environments.
 The training is delivered by highly experienced project management trainers, with participation by the delegates being integral to the learning process. Delegates will explore project management issues via group discussion.
 ",2017-07-25,2017-04-20 11:35:48.481872
435,"Project Management Professional 4 days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 4 days PMP Prep Bootcamp with 100% Money Back Guarantee.
 Key Features:
·         4 days instructor led classroom
·         90 days access to E-learning
·         5 simulations
·         chapter end quizzes 
·         35 contact hour certificate
·         PMI Application Assistance
·         6 months dedicated QNA support.                          
    About MSys Training:
We at MSys have formulated a unique core competency training program that takes all the advantages of training into consideration and provide the most cost-effective and in-depth training programs to corporates as well as individuals along with an internationally valid certification that will help you not only extend your knowledge but also excel in the field of your choice. The training programs are imparted by passionate, highly experienced trainers.
 About PMI-PMP
The Project Management Institute (PMI)® sets standards in project management and provides project managers with certification recognized around the world.
 This course delivers the knowledge needed to take the PMP® exam. It covers the Knowledge Areas, Process Groups, Inputs, Tools/Techniques, and Outputs contained in the PMBOK® Guide, as well as a broad spectrum of project management concepts expected of project managers in today’s demanding environments.
 The training is delivered by highly experienced project management trainers, with participation by the delegates being integral to the learning process. Delegates will explore project management issues via group discussion.
 ",2017-08-28,2017-04-20 11:35:48.481872
436,REGIONAL BOOT CAMP - LMN Time (Boston MA),"Boston,+MA",,2017-04-19,2017-04-20 11:35:48.481872
437,"PMI-ACP 3 Days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 3 days PMI-ACP( Agile Certified Practitioner) Classroom training with 100% Money Back Guarantee.
Key Features:
·         3 Day of In-Person Bootcamp
·         90 day Access to PMI® Approved Courseware
·         2 Simulation Tests
·         End-of-Chapter Quizzes
·         21 Contact Hours Certificate
·         Dedicated Learning Consultant for PMI® application
·         Access to Weekly Webinars
·         6 Monts dedicated QNA support
About PMI-ACP®
MSys PMI-ACP® Agile Certified Professional training program certification is designed and developed by global panel of PMI® expert instructors as per PMI® guidelines to empower our participants in becoming an versatile agile professional and expertise in Kanban, Lean, Scrum, extreme programming (XP).
Our training program will not only help you in passing the certification exam in 1st attempt, our instructors will assist you enhance the skills you would need to manage, execute and deliver projects successfully.
PMI ACP® application process is easy to complete and we recommend our participants to start the filling the application immediately after the enrolment and if you need any assistance our instructor will assist during the class or get in touch with MSys support team.
What you take away from the training!
 

Complete understanding of the processes of Agile Project management.
Learn about the Professional Responsibilities concerning Agile Project Management.
Learn about the key Agile Project management processes of Product Backlog, Sprint Planning, Sprint Reviews and Retrospectives, Along with other factors such as Prioritization using different techniques
Learn about the Agile Project phases, Agile life cycle and Stakeholders, Key Agile Management skills and the social-economic-environmental influences.
Ascertain their level of readiness for taking the PMI ACP® Examination
Get guidelines on filling up the PMI ACP® Application form

 
 
PMI-ACP® (Agile Certified Practitioner) Training - Course Agenda
 
Lesson 1: PMI-ACP® Course Preview
Lesson 2: Introduction to Agile
Lesson 3: Agile Methodologies
Lesson 4: Communication
Lesson 5: Agile Planning, Monitoring, and Adopting: Part 1
Lesson 6: Agile Planning, Monitoring, and Adopting: Part 2
Lesson 7: Agile Planning, Monitoring, and Adopting: Part 3
Lesson 8: Agile Estimation: Part 1
Lesson 9: Agile Estimation: Part 2
Lesson 10: Agile Analysis and Design
Lesson 11: Agile Quality
Lesson 12: Soft Skills Negotiation
Lesson 13: Value - Based Prioritization
Lesson 15: Agile Metrics
Lesson 16: Agile Value Stream Analysis
Lesson 17: Knowledge and Skills: Part 1
Lesson 18: Knowledge and Skills: Part 2
Lesson 19: Knowledge and Skills: Part 3
Lesson 20: Knowledge and Skills: Part 4
For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.",2017-07-25,2017-04-20 11:35:48.481872
438,"PMI-ACP 3 Days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 3 days PMI-ACP( Agile Certified Practitioner) Classroom training with 100% Money Back Guarantee.
Key Features:
·         3 Day of In-Person Bootcamp
·         90 day Access to PMI® Approved Courseware
·         2 Simulation Tests
·         End-of-Chapter Quizzes
·         21 Contact Hours Certificate
·         Dedicated Learning Consultant for PMI® application
·         Access to Weekly Webinars
·         6 Monts dedicated QNA support
About PMI-ACP®
MSys PMI-ACP® Agile Certified Professional training program certification is designed and developed by global panel of PMI® expert instructors as per PMI® guidelines to empower our participants in becoming an versatile agile professional and expertise in Kanban, Lean, Scrum, extreme programming (XP).
Our training program will not only help you in passing the certification exam in 1st attempt, our instructors will assist you enhance the skills you would need to manage, execute and deliver projects successfully.
PMI ACP® application process is easy to complete and we recommend our participants to start the filling the application immediately after the enrolment and if you need any assistance our instructor will assist during the class or get in touch with MSys support team.
What you take away from the training!
 

Complete understanding of the processes of Agile Project management.
Learn about the Professional Responsibilities concerning Agile Project Management.
Learn about the key Agile Project management processes of Product Backlog, Sprint Planning, Sprint Reviews and Retrospectives, Along with other factors such as Prioritization using different techniques
Learn about the Agile Project phases, Agile life cycle and Stakeholders, Key Agile Management skills and the social-economic-environmental influences.
Ascertain their level of readiness for taking the PMI ACP® Examination
Get guidelines on filling up the PMI ACP® Application form

 
 
PMI-ACP® (Agile Certified Practitioner) Training - Course Agenda
 
Lesson 1: PMI-ACP® Course Preview
Lesson 2: Introduction to Agile
Lesson 3: Agile Methodologies
Lesson 4: Communication
Lesson 5: Agile Planning, Monitoring, and Adopting: Part 1
Lesson 6: Agile Planning, Monitoring, and Adopting: Part 2
Lesson 7: Agile Planning, Monitoring, and Adopting: Part 3
Lesson 8: Agile Estimation: Part 1
Lesson 9: Agile Estimation: Part 2
Lesson 10: Agile Analysis and Design
Lesson 11: Agile Quality
Lesson 12: Soft Skills Negotiation
Lesson 13: Value - Based Prioritization
Lesson 15: Agile Metrics
Lesson 16: Agile Value Stream Analysis
Lesson 17: Knowledge and Skills: Part 1
Lesson 18: Knowledge and Skills: Part 2
Lesson 19: Knowledge and Skills: Part 3
Lesson 20: Knowledge and Skills: Part 4
For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.",2017-08-28,2017-04-20 11:35:48.481872
439,"PMI-ACP 3 Days Classroom Training in San Francisco, CA","San+Francisco,+CA","We are glad to invite you to our upcoming 3 days PMI-ACP( Agile Certified Practitioner) Classroom training with 100% Money Back Guarantee.
Key Features:
·         3 Day of In-Person Bootcamp
·         90 day Access to PMI® Approved Courseware
·         2 Simulation Tests
·         End-of-Chapter Quizzes
·         21 Contact Hours Certificate
·         Dedicated Learning Consultant for PMI® application
·         Access to Weekly Webinars
·         6 Monts dedicated QNA support
About PMI-ACP®
MSys PMI-ACP® Agile Certified Professional training program certification is designed and developed by global panel of PMI® expert instructors as per PMI® guidelines to empower our participants in becoming an versatile agile professional and expertise in Kanban, Lean, Scrum, extreme programming (XP).
Our training program will not only help you in passing the certification exam in 1st attempt, our instructors will assist you enhance the skills you would need to manage, execute and deliver projects successfully.
PMI ACP® application process is easy to complete and we recommend our participants to start the filling the application immediately after the enrolment and if you need any assistance our instructor will assist during the class or get in touch with MSys support team.
What you take away from the training!
 

Complete understanding of the processes of Agile Project management.
Learn about the Professional Responsibilities concerning Agile Project Management.
Learn about the key Agile Project management processes of Product Backlog, Sprint Planning, Sprint Reviews and Retrospectives, Along with other factors such as Prioritization using different techniques
Learn about the Agile Project phases, Agile life cycle and Stakeholders, Key Agile Management skills and the social-economic-environmental influences.
Ascertain their level of readiness for taking the PMI ACP® Examination
Get guidelines on filling up the PMI ACP® Application form

 
 
PMI-ACP® (Agile Certified Practitioner) Training - Course Agenda
 
Lesson 1: PMI-ACP® Course Preview
Lesson 2: Introduction to Agile
Lesson 3: Agile Methodologies
Lesson 4: Communication
Lesson 5: Agile Planning, Monitoring, and Adopting: Part 1
Lesson 6: Agile Planning, Monitoring, and Adopting: Part 2
Lesson 7: Agile Planning, Monitoring, and Adopting: Part 3
Lesson 8: Agile Estimation: Part 1
Lesson 9: Agile Estimation: Part 2
Lesson 10: Agile Analysis and Design
Lesson 11: Agile Quality
Lesson 12: Soft Skills Negotiation
Lesson 13: Value - Based Prioritization
Lesson 15: Agile Metrics
Lesson 16: Agile Value Stream Analysis
Lesson 17: Knowledge and Skills: Part 1
Lesson 18: Knowledge and Skills: Part 2
Lesson 19: Knowledge and Skills: Part 3
Lesson 20: Knowledge and Skills: Part 4
For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.",2017-09-26,2017-04-20 11:35:48.481872
440,"Running for Office Candidate Training San Francisco, CA - 6/2/17","San+Francisco,+CA","Running for Office Candidate Training is a comprehensive course for women planning to run for public office. The course covers campaign strategy, campaign finance, communications, public speaking, debating and campaign field strategy. All materials and lunch included. Registration fee includes all materials and lunch. 
",2017-06-02,2017-04-20 11:35:48.481872
441,Meet & greet with Kana Blender & Kenna,"Boston,+MA","***Pleast note:  ticket sales will END Tuesday, October 3rd
Kana, & Kenna will be coming to Boston, MA on Friday October 13th
Activities will include signing, photo ops, & more!
Actual location to be determined, it will be in the Boston area.
Tickets will be available for purchase online through October 3, 2017",2017-10-13,2017-04-20 11:35:48.481872
442,"World Class Risk Management - What The Best International Standards Say About Risk - ISO 31000, ISO 14971 and ICH Q9","Boston,+MA","Are you a Supervisor, Manager, or Director with risk management responsibilities? Do you have questions about what you are doing and why? If the answer is “yes,’ then this is the right course for you!
Risk management is a defining attribute of the 21st century. Many companies and organizations are going through growing pains attempting to implement effective and sustainable business practices. While the concepts may seem to be simplistic, the implementation in an organization can be very daunting.
What is unique about this course?

First, this course is not a ""cook book"" approach. The course is meant to teaching ""risk-based thinking"" (as described in ISO 9001) which is being implemented throughout the world.
Second, this course is practical. There are many theorists that have parochial approaches. This course teaches the proven and broadly accepted strategies to manage risk.
Third, this course designed for a wide audience. The course is designed for personnel from all organizations and companies with no prior formal education in risk management required.

In this two-day workshop conference, you will learn strategies for success in your organization.

How should the corporate risk process be integrated into specialty areas such as Operations, Human Resources, Project Management, Strategic Planning, and Safety and Health?
How do we deal with non-linear issues such as those with low probability, yet catastrophic severities?
What tools are available to facilitate formal risk management in the organization and how to implement them?

 
Learning Objectives:
Upon completion of the course, the participants should:

Understand risk-based thinking and compliance risk
Understand what the global expectations of risk management are regardless of industry or organization.
Utilize a risk based approach to developing an effective and scientifically valid risk management system
Evaluate effectiveness, suitability and adaptability of the risk management system in a variety of applications and across multiple fields of study
Using good risk management principles to manage the supply chain, to enhance success with vendors and contract manufacturers.
Understand the difference between acceptable risk-based thinking and significant deviations from the accepted industry practice
Understand how risk management has been implemented in different industry sectors and in different countries around the world
Investigate methods to identify true root causes of problems and to evaluate and prioritize solutions
Implement formal methods for decision-making
Develop successful implementation plans
Perform risk assessments effectively
Communicate risk results both within and without the organization

 
Who will Benefit:
This course is designed for senior executives, directors, managers, and those tasked with developing, maintaining and/or improving risk management activities in their organization. Additionally, this may include individuals that have Quality Management Systems responsibilities as well as those whose roles may include Safety and Health. The following personnel will benefit from the course:

Auditors
Risk managers
Risk professionals
Safety and Health professionals
Project managers
Compliance managers
Operations personnel
Quality system personnel
R&D personnel
Human resource personnel

 
For Registration - http://www.complianceonline.com/iso-31000-iso-14971-ich-q9-advanced-course-in-risk-management-seminar-training-80460SEM-prdsm?channel=eventbrite
Note: Use coupon code NB5SQH8N > and get 10% off on registration.",2017-05-04,2017-04-20 11:35:48.481872
443,Waterfall Hike!,"Boston,+MA","Take a break from Boston...
and join Ridj-it on a waterfall tour in the Whites! We’ll be visiting Glen Ellis Falls, Crystal Cascade, Diana’s Baths, Jackson Falls, and Lower Falls. Be prepared for great shots, moderate hiking, some cold swimming if you’re into it, and a great time out with other waterfall enthusiasts! Bring hiking shoes, 2-3 liters of water, food, bug spray, sunscreen, and swimsuit and towels if you’re taking a dip! 
Go here to see more: https://p.ridj-it.com/app/detail-group-trip?id=509
Use promo code EventBrite to receive a 30% discount on the carpool!",2017-04-22,2017-04-20 11:35:48.481872
444,REGIONAL BOOT CAMP - Budgeting & Estimating (Boston MA),"Boston,+MA",,2017-04-18,2017-04-20 11:35:48.481872
445,"Unity VR Roadshow: Boston, MA","Boston,+MA","This is a FREE event! Click on ""Tickets"" for more information.


Summary
Attendees will be introduced to the Unity game engine while learning, hands on, about the workflows and features used by top game studios. During this training, attendees will learn how to build a brand new 3D, VR/AR-ready game from start to finish while touching upon many of the diverse systems and tools that Unity offers.

PRIZE
One lucky attendee will win a 12-month Unity Pro subscription or 30-day access to the Unity Certfied Developer Courseware!

Topics

General workflows
Unity scripting
The graphics pipeline
Global illumination (GI)
Physically based rendering (PBR)
Physics
Audio
Animation (Mecanim)
Virtual Reality / Augmented Reality (VR / AR)


Preparation
Before attending, learners should install the latest stable build of Unity, currently 5.5 (please no beta installs due to instability and feature changes). Additionally, learners should open Unity at least one time prior to the Roadshow as internet is needed the first time the software is opened. It is also advised to bring a mouse.

Schedule
10:00am - 10:30am:  Check-in & Registration
10:30am - 3:00pm:   Workshop
3:30pm - 5:30pm:    Unity Certified Developer Exam - click here to learn more & register.

What To Bring:

Laptop & power cord. *Mac users must be running on OS 10.8 or higher in order to use Unity 5* No monitors + computers allowed, only laptoops allowed.
Mouse - unless you are extremely proficient using a track pad in the Unity editor, you will need a mouse. You'll wish you had one if you don't bring one!
Your printed or mobile ticket for entry

******************************************************************************************************************
Get Unity Certified in Boston!
Sign up to get Unity Certified the day of the Roadshow - Saturday, April 22nd. Don’t miss this chance to validate your Unity knowledge and skills against a global benchmark of proficiency and be among the first in the world to become a Unity Certified Developer!

",2017-04-22,2017-04-20 11:35:48.481872
446,"Boston, MA - Strategies for Selling in the Greater Boston Area","Boston,+MA","


Strategies for Selling in the Greater Boston Area
 Thinking about selling?
		Join Redfin Agents, Zachary Machin and Delince Louis,
 and 8-10 homeowners like you to discuss selling your home in today's real estate market. 
 We'll go over the information you want to know over dinner and drinks, so bring your questions!


 
	What we'll cover:
	
		Best time to sell
		What's your house worth?
		5 things that will help sell your home faster, for more money
		Charlestown area home prices, inventory & market conditions
	
	
	Free bites & beverages will be provided!


	
		
		Hosted by Redfin Agents: 
			Zachary Machin and Delince Louis 
			
		
	
	
		Zachary Machin and Delince Louis 
		are expert agents on the Listings Boston team. Want to meet them before the class or just 
		have a quick question? Feel free to give them a call at (617) 553-9561 or 
		email them at listings.boston@redfin.com. 
		They're happy to answer all of your home buying and selling questions. 
	

	Can't make it? Click here for a full list of free Redfin classes and events!


	Free and Never any Obligation 
	Our mission is to reinvent real estate. A big part of this means we want you to be as informed as possible about 
	buying or selling a home. Attending this class doesn't obligate you to work with a Redfin Agent but it does mean 
	you agree to Redfin Terms of Use, 
	Privacy Policy, and 
	End User License Agreement. 
	We will also create a Redfin account for you.



",2017-04-20,2017-04-20 11:35:48.481872
447,"Gunslinger QB Challenge Boston, MA","Boston,+MA","Gunslinger QB Challenge Regional Tryout Boston, MA
Registration begins at 2:00pm",2017-05-06,2017-04-20 11:35:48.481872
448,"SAFe Scrum Master - Boston, MA","Boston,+MA","SAFe® 4.0 Scrum Master with SSM Certification
In this two-day course, you’ll gain an understanding of the role of Scrum Master in a SAFe enterprise. Unlike traditional Scrum Master training that focuses on the fundamentals of team-level Scrum, the SAFe 4.0 Scrum Master course explores the role of Scrum in the context of the entire enterprise, and prepares you to successfully plan and execute the Program Increment (PI), the primary enabler of alignment throughout all levels of a SAFe organization. This includes learning thekey components of scaled Agile development, how Scrum is facilitated throughout the enterprise, and how to execute iteration planning. You’ll also discover how to build high performing Agile teams by becoming a servant leader and coach, and how to coach those teams to deliver the maximum business value that is achievable through SAFe. The SSM certification signifies that you are prepared to perform the role of Scrum Master in a SAFe environment, increasing your value to teams and organizations that are implementing SAFe.
Audience
Intended for people new to the role of the Scrum Master, or people wanting to better understand the role and how it fits in a SAFe enterprise, attendees typically include:

New or existing Scrum Masters
Team Leads
Release Train Engineers

Learning Goals
After this course, you should be able to:

Describe Scrum in a SAFe enterprise
Perform the role of the Scrum Master in SAFe
Facilitate Iteration Planning and effective Iteration execution
Support effective Program Increment execution
Build high performing teams by becoming a servant leader and coach

Topics Covered
In this course you will:

Identify the key components of Agile development
Identify the key elements of Scrum
Explore Scrum in the context of a SAFe enterprise
Describe the roles and responsibilities of the Scrum Master
Identify the characteristics of an effective Scrum Master
Experience PI planning and explore how to facilitate this event
Experience a complete iteration
Explore how to facilitate iteration planning, backlog refinement, team and system demos, and the iteration retrospective
Identify ways to track iteration progress and foster collaboration and synchronization between the teams in the program
Explore improvement at the Program level with the Inspect and Adapt workshop
Identify the characteristics of a servant leader
Experience coaching with powerful questions
Identify ways to facilitate better meetings, foster team member collaboration, and manage conflicts

Prerequisites
There are no prerequisites to take this course. All stakeholders working in a Lean-Agile environment or transformation are welcome to attend.
SAFe Certification
Attending this course prepares you to take the SAFe 4.0 Scrum Master exam in order to receive the SAFe Scrum Master (SSM) certification.
What You Get
The class registration includes:

Printed workbooks
PDF workbooks
Course certificate
Eligibility to take the SAFe 4.0 Scrum Master (SSM) certification exam

Annual Renewal
Renewals are from the date of certification.

Renewal fee: $100
10 Professional Development Units

Professional Development Units (PDUs) and Scrum Education Units (SEUs)

Attendees may be eligible to apply for 16 PDUs toward their continuing education requirements with the Project Management Institute (PMI) for PMP and PMI-ACP certifications.
Attendees may be eligible to apply for SEUs under category C, toward earning or renewing their CSP through Scrum Alliance.

Instructor: 

Ray Angelone, Regional Agile Delivery Lead, Eliassen Group
As Eliassen Group's Regional Agile Delivery Lead, Ray works as a Coach, Advisor, and Trainer to focus on the practice and deep principles that deliver value, quality, and sustainability within an enterprise. He is motivated to help people succeed. Ray is a certified SPC4, CSM, and CSP, with extensive experience implementing the Scaled Agile Framework. 
",2017-04-12,2017-04-20 11:35:48.481872
